ENSEMBL_ID	GENE_SYMBOL	DESCRIPTION	Prot_log2FC_25_KD	Prot_FDR_25_KD	Prot_log2FC_68_KD	Prot_FDR_68_KD	Prot_log2FC_25_OE	Prot_FDR_25_OE	Prot_log2FC_68_OE	Prot_FDR_68_OE	RNA_log2FC_25_KD	RNA_FDR_25_KD	RNA_log2FC_68_KD	RNA_FDR_68_KD	RNA_log2FC_25_OE	RNA_FDR_25_OE	RNA_log2FC_68_OE	RNA_FDR_68_OE	CFIm_Target
ENSG00000130703	OSBPL2	oxysterol binding protein like 2	-0.087566363	0.999980048	-0.015889501	0.937693518	0.245528671	0.044693188	0.221880351	0.122763247	0.118597399	0.189828105	-0.044913826	0.531802546	0.014587045	0.917793995	-0.032639124	0.803261292	0
ENSG00000130706	ADRM1	ADRM1 26S proteasome ubiquitin receptor	0.049066709	0.999980048	0.072212734	0.94861245	-0.099259765	0.885598537	0.138202582	0.672244464	-0.171893199	0.029332334	-0.006397729	0.930761297	-0.185804008	0.052652973	-0.155925871	0.052550855	0
ENSG00000130707	ASS1	argininosuccinate synthase 1	0.095039166	0.999980048	0.021663161	0.959585039	-0.262655743	0.021721254	-0.339961132	0.008165981	0.379390321	1.19E-06	0.150360601	0.016036885	0.561243954	1.52E-13	0.479748857	3.95E-10	0
ENSG00000130713	EXOSC2	exosome component 2	-0.049032366	0.999980048	-0.081471364	0.937693518	0.037250098	0.762138021	0.035922948	0.861187152	-0.112303957	0.242839409	-0.182444172	0.006672477	-0.093531182	0.328372738	0.131758473	0.185471004	0
ENSG00000130714	POMT1	protein O-mannosyltransferase 1	NA	NA	NA	NA	-0.116016821	0.481239911	0.138559898	0.405295708	-0.639173257	9.30E-17	-0.647724126	3.79E-28	-0.316471925	7.69E-05	0.258920055	0.001133263	0
ENSG00000130717	UCK1	uridine-cytidine kinase 1	-0.083405316	0.999980048	0.096237249	0.937693518	NA	NA	NA	NA	-0.232172557	0.002632419	-0.237094453	3.98E-05	0.017009957	0.864536636	0.225030271	0.003759443	0
ENSG00000130720	FIBCD1	fibrinogen C domain containing 1	NA	NA	NA	NA	NA	NA	NA	NA	-0.994604584	0.039386621	-1.551419572	0.000311073	-0.645007456	0.171145661	1.49537495	2.11E-06	0
ENSG00000130723	No_description	No_description	-0.041108905	0.999980048	0.027149166	0.937693518	0.121690429	0.154400794	0.041057634	0.302105088	NA	NA	NA	NA	NA	NA	NA	NA	0
ENSG00000130724	CHMP2A	charged multivesicular body protein 2A	-0.029913855	0.999980048	-0.05351669	0.96738995	0.067418137	0.992891095	0.283297628	0.071731098	0.205638952	0.005166626	-0.368137663	1.38E-11	-0.166931318	0.03192708	0.026229609	0.819073428	0
ENSG00000130725	UBE2M	ubiquitin conjugating enzyme E2 M	0.024366636	0.999980048	-0.007548864	0.937693518	-0.10868248	0.474154558	0.232192347	0.129666045	-0.09062183	0.25155731	-0.143912836	0.010375984	-0.157169504	0.039956281	0.206860905	0.005131947	0
ENSG00000130726	TRIM28	tripartite motif containing 28	-0.055292502	0.999980048	-0.091574921	0.937693518	-0.127370639	0.524112334	0.21814953	0.238959333	-0.165572875	0.015881875	-0.217917035	6.00E-06	-0.487467541	2.03E-13	-0.094705109	0.21343312	0
ENSG00000130731	METTL26	methyltransferase like 26	0.179066215	0.999980048	0.003054402	0.943136467	NA	NA	NA	NA	-0.247942273	0.003288352	-0.457623142	2.99E-13	-0.171740829	0.083491394	0.15752332	0.121684202	0
ENSG00000130733	YIPF2	Yip1 domain family member 2	NA	NA	NA	NA	-0.382563028	0.23526739	-0.21095131	0.597519782	0.157733949	0.052607766	0.251732025	9.51E-06	0.124338971	0.189246352	-0.185288728	0.034247147	0
ENSG00000130734	ATG4D	autophagy related 4D cysteine peptidase	NA	NA	NA	NA	NA	NA	NA	NA	-0.07538598	0.629399852	0.017837042	0.891526645	0.116397839	0.407520687	-0.304159628	0.048068317	0
ENSG00000130741	EIF2S3	eukaryotic translation initiation factor 2 subunit gamma	-0.085807594	0.999980048	0.028660752	0.941183551	0.036764547	0.939204161	-0.261990832	0.016314213	0.047253231	0.518921497	-0.233789865	1.77E-08	-0.205460285	0.001527996	0.284956535	3.92E-06	0
ENSG00000130748	TMEM160	transmembrane protein 160	0.150060177	0.999980048	-0.08114253	0.94228526	0.057270592	0.551285573	-0.02503325	0.957697948	-0.056277268	0.760119516	-0.0376295	0.777145646	-0.39042651	0.012519584	0.021933199	0.943374296	0
ENSG00000130749	ZC3H4	zinc finger CCCH-type containing 4	0.007065871	0.999980048	0.007217862	0.961134117	0.085042741	0.707434918	-0.234346685	0.126910795	-0.001327938	0.997586911	0.057926734	0.250749303	0.136305578	0.062101584	-0.025303382	0.808009772	0
ENSG00000130751	NPAS1	neuronal PAS domain protein 1	NA	NA	NA	NA	NA	NA	NA	NA	0.676488523	1.91E-08	0.478475135	1.15E-06	-0.188407641	0.279563416	0.067555564	0.741301721	0
ENSG00000130755	GMFG	glia maturation factor gamma	NA	NA	NA	NA	NA	NA	NA	NA	0.488410255	0.362466146	0.068042339	0.934866247	0.723002735	0.13354748	-0.308092217	0.741809257	0
ENSG00000130758	MAP3K10	mitogen-activated protein kinase kinase kinase 10	NA	NA	NA	NA	NA	NA	NA	NA	-0.430076945	1.64E-09	-0.337887617	2.11E-11	0.105775067	0.23339793	-0.017920142	0.892906346	0
ENSG00000130762	ARHGEF16	Rho guanine nucleotide exchange factor 16	0.017996479	0.999980048	0.045396498	0.937693518	-0.079620818	0.338473384	-0.153171245	0.148272602	-0.329166824	0.279994926	-0.522119168	0.030675294	-0.778666692	0.008982384	0.21955985	0.544260931	0
ENSG00000130764	LRRC47	leucine rich repeat containing 47	0.035940134	0.999980048	0.013962294	0.963542738	-0.031013405	0.945079389	-0.099075125	0.587650482	-0.09128552	0.2092827	-0.318630583	1.29E-11	-0.336149408	5.32E-07	0.119672117	0.106883606	0
ENSG00000130766	SESN2	sestrin 2	-0.092113669	0.999980048	0.10101538	0.937693518	0.026988944	0.517182532	0.050607381	0.613481293	0.633356729	1.56E-10	0.137091898	0.037661006	1.477720304	2.30E-78	0.616002568	1.46E-15	0
ENSG00000130768	SMPDL3B	sphingomyelin phosphodiesterase acid like 3B	0.059042236	0.999980048	0.1167775	0.982046578	-0.258056627	0.15000096	0.172384835	0.142059655	-0.011445585	0.936879352	0.264846438	0.00013823	-0.519178998	3.95E-08	-0.121742773	0.319830919	0
ENSG00000130770	ATP5IF1	ATP synthase inhibitory factor subunit 1	NA	NA	NA	NA	0.110253192	0.529684374	0.240632116	0.136551721	-0.328801718	0.004381807	-0.194921712	0.040210868	-0.457355336	0.002009707	0.009500453	0.974202889	0
ENSG00000130772	MED18	mediator complex subunit 18	-0.008954351	0.999980048	-0.010631432	0.98615955	0.252129367	0.021266498	0.202014912	0.390129882	NA	NA	NA	NA	NA	NA	NA	NA	0
ENSG00000130779	CLIP1	CAP-Gly domain containing linker protein 1	0.006345697	0.999980048	0.115445707	0.937693518	-0.131634919	0.268751031	0.002986768	0.961139414	NA	NA	NA	NA	NA	NA	NA	NA	0
ENSG00000130783	CCDC62	coiled-coil domain containing 62	-0.001416942	0.999980048	0.064461351	0.937693518	NA	NA	NA	NA	-0.618977621	0.053163457	-0.357769084	0.199772022	-0.253420053	0.45760799	0.573610508	0.056494113	0
ENSG00000130787	HIP1R	huntingtin interacting protein 1 related	-0.013004897	0.999980048	-0.044078499	0.937693518	-0.200218697	0.145120181	0.246025288	0.075056583	-0.118190168	0.217260715	-0.310608873	2.03E-06	-0.350094606	0.000177361	0.247080248	0.006183167	0
ENSG00000130803	ZNF317	zinc finger protein 317	NA	NA	NA	NA	0.056774445	0.409274762	0.457259948	0.107355855	0.47127065	5.79E-05	0.465561129	1.86E-06	0.051511709	0.761948863	0.153591553	0.313061652	0
ENSG00000130810	PPAN	peter pan homolog	-0.036189432	0.999980048	0.054997567	0.940705097	0.361464891	0.054806551	0.050049157	0.455226302	0.04821714	0.587877575	-0.019071096	0.765825323	0.272617472	0.001729641	-0.074106028	0.454548242	0
ENSG00000130811	EIF3G	eukaryotic translation initiation factor 3 subunit G	0.029314534	0.999980048	-0.02651446	0.959088554	0.147761433	0.144675845	0.098894445	0.499800098	0.237684183	0.000286912	0.191210982	5.40E-05	-0.019133082	0.827883965	-0.228787777	0.000681164	0
ENSG00000130812	ANGPTL6	angiopoietin like 6	NA	NA	NA	NA	NA	NA	NA	NA	0.104628143	1	0.697447014	0.154908738	1.277174785	0.00522207	-1.275376026	0.12674442	0
ENSG00000130813	SHFL	shiftless antiviral inhibitor of ribosomal frameshifting	NA	NA	NA	NA	NA	NA	NA	NA	0.245090958	0.615855632	0.272980014	0.593115662	0.135886246	0.86956564	-0.63600612	0.368119163	0
ENSG00000130816	DNMT1	DNA methyltransferase 1	-0.178010729	0.999980048	-0.103477674	0.937693518	0.10240172	0.202342018	-0.109514918	0.367584311	NA	NA	NA	NA	NA	NA	NA	NA	0
ENSG00000130818	ZNF426	zinc finger protein 426	NA	NA	NA	NA	NA	NA	NA	NA	-0.018100103	0.897440389	-0.113683502	0.196975607	-0.373379103	0.000226795	0.236252453	0.025416688	0
ENSG00000130821	SLC6A8	solute carrier family 6 member 8	NA	NA	NA	NA	0.101526352	0.225598183	-0.175609136	0.209602924	0.31705883	5.43E-06	0.010816565	0.854102604	0.224831019	0.001414767	-0.533402191	1.43E-14	0
ENSG00000130822	PNCK	pregnancy up-regulated nonubiquitous CaM kinase	NA	NA	NA	NA	NA	NA	NA	NA	-0.467782701	0.013633679	-0.432304847	0.004365009	0.608971035	0.000101469	0.703880795	9.64E-06	0
ENSG00000130826	DKC1	dyskerin pseudouridine synthase 1	-0.073502646	0.999980048	-0.024421057	0.937693518	0.151395645	0.191779408	-0.280462108	0.019297809	0.464091094	2.05E-14	0.266381264	1.97E-09	0.595149117	4.77E-22	-0.376393101	4.30E-09	0
ENSG00000130827	PLXNA3	plexin A3	NA	NA	NA	NA	NA	NA	NA	NA	-0.47734744	1.68E-09	-0.3263298	5.49E-07	0.017961558	0.864008009	-0.321719602	0.000583662	0
ENSG00000130829	DUSP9	dual specificity phosphatase 9	-0.222109994	0.999980048	-0.277751599	0.937693518	0.054910211	0.870669339	-0.157442524	0.264061728	0.547440227	0.023091814	0.223248998	0.390444062	0.499269151	0.04051268	-0.292464143	0.421411031	0
ENSG00000130830	MPP1	membrane palmitoylated protein 1	0.13269498	0.999980048	0.078811551	0.937693518	0.233273155	0.041590327	-0.149691851	0.058920859	0.5019646	2.24E-05	0.466376072	6.46E-07	0.752940385	5.42E-12	-0.625855483	1.37E-05	0
ENSG00000130856	ZNF236	zinc finger protein 236	NA	NA	NA	NA	NA	NA	NA	NA	-0.004963085	0.977922486	0.229078846	0.001200706	0.235374386	0.011825779	0.076201251	0.504271761	0
ENSG00000130881	LRP3	LDL receptor related protein 3	NA	NA	NA	NA	NA	NA	NA	NA	-0.500636705	4.49E-13	-0.521790466	4.81E-29	-0.463681303	1.17E-07	-0.040639039	0.684003451	0
ENSG00000130921	MTRFR	mitochondrial translation release factor in rescue	-0.145831563	0.999980048	-0.173126002	0.937693518	-0.287891296	0.109673602	0.10428572	0.110908853	0.242398741	0.071776006	0.163916723	0.139649504	0.277916122	0.054596355	0.116316009	0.499424554	0
ENSG00000130935	NOL11	nucleolar protein 11	0.095293126	0.999980048	0.114089319	0.964382494	-0.172276921	0.074485493	-0.27523506	0.095432702	-0.000902089	1	-0.152030415	0.000762246	-0.043869706	0.555509276	-0.166450368	0.016655688	0
ENSG00000130939	UBE4B	ubiquitination factor E4B	-0.046745054	0.999980048	-0.108721615	0.937693518	0.07742598	0.315210433	0.212318501	0.024121364	-0.447234385	1.39E-05	-0.708350095	1.67E-19	-0.579085892	1.01E-07	-0.069227637	0.621253207	0
ENSG00000130940	CASZ1	castor zinc finger 1	0.038858047	0.999980048	0.200533793	0.937693518	-0.094081593	0.384695182	-0.089377671	0.30772523	-0.445120197	5.81E-07	-0.317977153	1.52E-06	-0.323157504	0.000423198	0.321243525	0.000414946	0
ENSG00000130956	HABP4	hyaluronan binding protein 4	-0.108776175	0.999980048	-0.000606119	0.941183551	NA	NA	NA	NA	0.247382359	0.07339308	0.307128419	0.003363575	-0.388019367	0.013288808	0.134166707	0.455963057	0
ENSG00000130958	SLC35D2	solute carrier family 35 member D2	NA	NA	NA	NA	NA	NA	NA	NA	-0.989649549	2.49E-16	-0.9883035	5.45E-24	-1.357624741	1.06E-23	0.544767367	1.06E-07	0
ENSG00000130962	PRRG1	proline rich and Gla domain 1	0.150346335	0.999980048	-0.15893205	0.937693518	NA	NA	NA	NA	0.262566291	0.331055713	0.280358731	0.157451981	-0.076458308	0.781688249	0.181687859	0.574959707	0
ENSG00000130985	UBA1	ubiquitin like modifier activating enzyme 1	0.013496773	0.999980048	0.032265386	0.937693518	-0.126406922	0.591485988	0.057092573	0.870895531	-0.19710005	0.002184339	-0.195257849	1.05E-05	-0.502161115	1.04E-16	-0.116814053	0.081102744	0
ENSG00000130997	POLN	DNA polymerase nu	NA	NA	NA	NA	NA	NA	NA	NA	-0.709007274	0.097827735	-1.372717021	0.000396446	-0.996372679	0.021441828	-0.126995129	0.857500532	0
ENSG00000131013	PPIL4	peptidylprolyl isomerase like 4	0.066992379	0.999980048	0.015247109	0.990563003	0.2862385	0.057566506	0.035624411	0.826572742	0.008248282	0.933264291	0.028514898	0.715793596	0.307375732	0.000518638	0.192630582	0.049801464	0
ENSG00000131015	ULBP2	UL16 binding protein 2	NA	NA	NA	NA	-0.003990345	0.793537868	0.144203754	0.31379029	-0.082825249	0.67549257	0.437404462	0.000124255	0.16263164	0.345432869	0.586582512	5.40E-05	0
ENSG00000131018	SYNE1	spectrin repeat containing nuclear envelope protein 1	-0.210028545	0.999980048	0.014518964	0.940705097	-0.397698074	0.016126279	-0.105980115	0.144493653	NA	NA	NA	NA	NA	NA	NA	NA	0
ENSG00000131019	ULBP3	UL16 binding protein 3	0.145653584	0.999980048	-0.078862043	0.950096205	0.018246046	0.913620856	-0.236429506	0.038884098	0.316985386	0.005801339	0.455731495	1.06E-06	-0.364312941	0.00323333	-0.017959311	0.944044775	0
ENSG00000131023	LATS1	large tumor suppressor kinase 1	-0.09207034	0.999980048	-0.061568801	0.937693518	-0.224612741	0.608290414	-0.440765715	0.482999318	-0.370388282	0.023825656	-0.112156189	0.436956203	0.228130854	0.155423322	-0.039406098	0.889980243	0
ENSG00000131037	EPS8L1	EPS8 like 1	NA	NA	NA	NA	NA	NA	NA	NA	-0.611040421	0.318945729	0.164713641	0.857272444	0.094014766	0.935690385	-0.308297436	0.732579187	0
ENSG00000131043	AAR2	AAR2 splicing factor	0.010444364	0.999980048	0.022247966	0.994934177	0.325091106	0.268706637	-0.252518101	0.290702314	0.251808145	0.001933802	0.404727296	1.65E-11	0.089259207	0.330370283	-0.288085958	0.000825787	0
ENSG00000131061	ZNF341	zinc finger protein 341	NA	NA	NA	NA	NA	NA	NA	NA	0.038547132	0.851025882	0.043438123	0.781912919	-0.374807591	0.038682854	0.169863558	0.411764096	0
ENSG00000131067	GGT7	gamma-glutamyltransferase 7	-0.312016098	0.999980048	-0.141422563	0.941183551	-0.060543885	0.368088649	0.277398089	0.009831231	-0.145638294	0.064501271	-0.0114887	0.877185607	-0.056625729	0.583376007	-0.082677669	0.420085746	0
ENSG00000131069	ACSS2	acyl-CoA synthetase short chain family member 2	0.100587177	0.999980048	-0.21833461	0.974587724	-0.107057746	0.148104484	-0.132598426	0.160975735	0.23644792	0.018903979	0.291706672	8.10E-05	-0.056774163	0.64920276	-0.334357634	0.001933047	0
ENSG00000131080	EDA2R	ectodysplasin A2 receptor	NA	NA	NA	NA	NA	NA	NA	NA	-0.587440493	0.004139932	-0.175402606	0.3405386	-0.058792775	0.813863569	0.079756753	0.774281586	0
ENSG00000131089	ARHGEF9	Cdc42 guanine nucleotide exchange factor 9	NA	NA	NA	NA	NA	NA	NA	NA	0.179754905	0.180229917	-0.224253083	0.038164073	0.362810503	0.0023381	-0.065022016	0.741267799	0
ENSG00000131094	C1QL1	complement C1q like 1	NA	NA	NA	NA	NA	NA	NA	NA	-0.288233007	0.061078098	0.098031196	0.447742263	-0.391441226	0.009960597	0.296478318	0.054015721	0
ENSG00000131100	ATP6V1E1	ATPase H+ transporting V1 subunit E1	0.024699062	0.999980048	0.077485556	0.937693518	-0.092535874	0.332040417	0.244315158	0.127601247	-0.036803742	0.658567209	-0.086550504	0.10246449	-0.312372618	2.65E-05	0.05661127	0.527377974	0
ENSG00000131115	ZNF227	zinc finger protein 227	0.09281014	0.999980048	0.026344372	0.94228526	-0.182906041	0.393078605	-0.06709306	0.895271835	1.066568824	1.78E-31	0.648414397	2.01E-17	0.223327958	0.053232815	-0.065750287	0.684003451	0
ENSG00000131116	ZNF428	zinc finger protein 428	-0.275505618	0.999980048	-0.084166746	0.937693518	-0.093047578	0.963976369	0.080726399	0.381119397	-0.245270936	0.001222107	0.076930208	0.200018333	-0.011972475	0.926584736	0.055149195	0.574406323	0
ENSG00000131143	COX4I1	cytochrome c oxidase subunit 4I1	-0.049914082	0.999980048	-0.118936905	0.958404514	0.284010931	0.12432357	0.405718987	0.019640144	-0.029539939	0.735027554	-0.176386407	0.000908623	-0.207932987	0.004679833	0.128259584	0.090020752	0
ENSG00000131148	EMC8	ER membrane protein complex subunit 8	0.07287236	0.999980048	0.091305779	0.940705097	-0.220888031	0.078654292	0.063361236	0.792782227	-0.203276044	0.011555215	-0.328196179	3.16E-08	0.14221901	0.094207794	0.18069165	0.030322557	0
ENSG00000131153	GINS2	GINS complex subunit 2	0.117256432	0.999980048	0.083168022	0.941183551	-0.065262778	0.408902002	-0.078868026	0.291099479	0.079225974	0.283595033	0.110493577	0.025896248	-0.150248721	0.034244486	-0.108473152	0.169562175	0
ENSG00000131165	CHMP1A	charged multivesicular body protein 1A	-0.113696994	0.999980048	-0.165503509	0.995480746	0.038229362	0.789206009	0.160813819	0.261796441	-0.349555943	1.37E-06	-0.392404987	5.06E-13	-0.774509265	3.08E-26	0.183111367	0.016655688	0
ENSG00000131171	SH3BGRL	SH3 domain binding glutamate rich protein like	-0.018700971	0.999980048	0.158246649	0.937693518	-0.151974932	0.235939081	0.01405787	0.729181123	0.148088321	0.201831085	0.305923371	0.000121418	-0.353387355	0.001297096	-0.128631631	0.350036904	0
ENSG00000131174	COX7B	cytochrome c oxidase subunit 7B	0.177550736	0.999980048	0.065754414	0.984947197	0.164552815	0.101290285	0.370734061	0.012280914	0.159785072	0.028576629	0.116882921	0.030367912	-0.474952329	2.00E-10	0.132468429	0.122159776	0
ENSG00000131187	F12	coagulation factor XII	NA	NA	NA	NA	NA	NA	NA	NA	-0.255868534	0.049025107	0.109278311	0.328223423	-0.234616805	0.106044785	-0.16978475	0.289339751	0
ENSG00000131188	PRR7	"proline rich 7, synaptic"	NA	NA	NA	NA	NA	NA	NA	NA	-0.097807688	0.911632158	0.103592276	0.843031366	0.422212185	0.265441853	0.291456322	0.585024648	0
ENSG00000131196	NFATC1	nuclear factor of activated T cells 1	-0.068319037	0.999980048	-0.051039606	0.937693518	-0.159880005	0.292447834	0.174335863	0.075032503	NA	NA	NA	NA	NA	NA	NA	NA	0
ENSG00000131236	CAP1	cyclase associated actin cytoskeleton regulatory protein 1	-0.049868535	0.999980048	0.053804063	0.941183551	-0.039538689	0.694635976	0.2893335	0.311832499	-0.094479678	0.33407518	-0.171547485	0.011568387	-0.277168217	0.002320454	-0.032098565	0.811922893	0
ENSG00000131238	PPT1	palmitoyl-protein thioesterase 1	-0.147233287	0.999980048	-0.010722654	0.937693518	-0.227191079	0.04770408	0.140462022	0.16006247	-0.097691898	0.15081097	-0.020809924	0.692688104	-0.192692713	0.003207169	0.043588529	0.59808835	0
ENSG00000131242	RAB11FIP4	RAB11 family interacting protein 4	NA	NA	NA	NA	NA	NA	NA	NA	0.567411296	9.50E-12	-0.114168409	0.149290596	0.349604456	7.93E-05	-0.197652621	0.060514078	0
ENSG00000131263	RLIM	"ring finger protein, LIM domain interacting"	0.011686092	0.999980048	0.004887191	0.937693518	0.31379821	0.139862325	1.031503217	0.000525429	-0.262590454	6.17E-05	-0.598659241	1.53E-39	0.018554844	0.82981352	0.481140715	3.19E-15	0
ENSG00000131269	ABCB7	ATP binding cassette subfamily B member 7	0.395706364	0.999980048	-0.095291284	0.937693518	0.10341233	0.304517266	0.077598553	0.257334191	0.254861282	0.000174722	0.128556612	0.011248957	0.029021952	0.747531377	-0.019651288	0.868921999	0
ENSG00000131351	HAUS8	HAUS augmin like complex subunit 8	0.100239232	0.999980048	-0.096038298	0.937693518	0.015461919	0.759369745	-0.142579425	0.676185095	0.254597671	0.009723452	0.274157476	0.000380483	0.226779211	0.029714839	-0.227735549	0.041839558	0
ENSG00000131368	MRPS25	mitochondrial ribosomal protein S25	0.050548078	0.999980048	0.110719737	0.937693518	-0.075984049	0.459294745	-0.151021286	0.466700721	-0.408722662	3.95E-10	-0.598142328	3.83E-38	0.096829165	0.18828527	0.139841918	0.04927268	0
ENSG00000131370	SH3BP5	SH3 domain binding protein 5	NA	NA	NA	NA	NA	NA	NA	NA	0.146933589	0.06957149	0.1990547	0.000367274	0.20958403	0.008500222	0.125407145	0.161636358	0
ENSG00000131373	HACL1	2-hydroxyacyl-CoA lyase 1	0.176722673	0.999980048	0.228238144	0.753149785	0.480892702	0.034673664	-0.178938107	0.28379165	0.739930258	1.33E-28	0.716486947	2.16E-48	0.270525347	0.00040993	-0.360152555	6.33E-06	0
ENSG00000131374	TBC1D5	TBC1 domain family member 5	0.034440682	0.999980048	0.066226342	0.937693518	0.113161737	0.38116585	-0.253434302	0.076582209	0.408097409	2.93E-05	0.501793254	2.56E-10	0.601538041	8.65E-10	-0.467181931	6.94E-06	0
ENSG00000131375	CAPN7	calpain 7	0.051315211	0.999980048	0.092548698	0.940705097	0.023420507	0.736864945	-0.207339463	0.375129957	0.162866726	0.02813619	0.062235845	0.251701579	0.576088277	1.55E-15	-0.095179879	0.281209682	0
ENSG00000131378	RFTN1	"raftlin, lipid raft linker 1"	0.047542259	0.999980048	-0.037762342	0.952594755	-0.419791149	0.011803198	-0.023111244	0.588543375	-0.082139637	0.361862271	0.042772029	0.526872078	-0.149834905	0.076668212	0.370285302	1.36E-06	0
ENSG00000131379	C3orf20	chromosome 3 open reading frame 20	NA	NA	NA	NA	NA	NA	NA	NA	-1.77419516	0.000310404	-1.490078882	0.00048009	0.343417817	0.422730981	0.594751215	0.149271888	0
ENSG00000131381	RBSN	"rabenosyn, RAB effector"	0.052236438	0.999980048	-0.000502271	0.94938821	NA	NA	NA	NA	-0.131560289	0.054133048	-0.208439541	4.01E-06	0.579956479	9.62E-21	0.02029463	0.84674416	0
ENSG00000131389	SLC6A6	solute carrier family 6 member 6	NA	NA	NA	NA	0.261276314	0.099083121	0.043462327	0.938032644	0.301360738	0.024926975	0.456543506	1.40E-05	-0.302206422	0.03683814	-0.198774547	0.237977782	0
ENSG00000131398	KCNC3	potassium voltage-gated channel subfamily C member 3	NA	NA	NA	NA	NA	NA	NA	NA	0.034602362	0.842753123	0.291240115	0.023117781	0.094389457	0.613321168	-0.162162154	0.450555418	0
ENSG00000131400	NAPSA	napsin A aspartic peptidase	NA	NA	NA	NA	NA	NA	NA	NA	-1.487990873	1.48E-07	-1.332622576	1.73E-08	1.08677383	9.19E-08	-0.031045308	0.988577055	0
ENSG00000131408	NR1H2	nuclear receptor subfamily 1 group H member 2	NA	NA	NA	NA	0.15449852	0.552363178	0.431032494	0.032636692	0.045307392	0.867109669	0.059395923	0.775696622	-0.402860168	0.084809224	0.204607889	0.454117299	0
ENSG00000131435	PDLIM4	PDZ and LIM domain 4	NA	NA	NA	NA	NA	NA	NA	NA	-0.455552551	0.167027534	-0.427934023	0.087424515	-0.910858787	0.003900987	-0.972329245	0.003659383	0
ENSG00000131446	MGAT1	"alpha-1,3-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase"	NA	NA	NA	NA	-0.034119494	0.678849349	0.401071672	0.005493491	-0.100345146	0.19855167	-0.088989194	0.117053688	-0.54447639	6.98E-13	0.300057072	2.33E-05	0
ENSG00000131459	GFPT2	glutamine-fructose-6-phosphate transaminase 2	NA	NA	NA	NA	NA	NA	NA	NA	0.337086396	0.004338268	-0.069521039	0.494192694	-0.097279833	0.448192085	0.715792143	6.22E-13	0
ENSG00000131462	TUBG1	tubulin gamma 1	0.001038671	0.999980048	0.018283774	0.971926496	-0.0531777	0.482413631	0.187016254	0.058732445	0.611140196	0.000122488	0.488757044	0.000290794	0.19010506	0.315385561	-0.23686775	0.324487697	0
ENSG00000131467	PSME3	proteasome activator subunit 3	0.050682428	0.999980048	-0.035424967	0.967070854	0.345695969	0.034673664	0.077859698	0.861987004	-0.01416198	0.886707095	-0.05603306	0.374734284	-0.192675559	0.022894754	-0.09540306	0.332694643	0
ENSG00000131469	RPL27	ribosomal protein L27	0.083914107	0.999980048	0.25080256	0.937693518	0.211777852	0.066750689	0.344979305	0.015773289	0.446471944	8.66E-14	0.492934597	1.81E-28	0.22706166	0.000360669	-0.009057761	0.936751767	0
ENSG00000131470	PSMC3IP	PSMC3 interacting protein	0.090187229	0.999980048	-0.031443113	0.940705097	-0.247521261	0.300768758	-0.258124637	0.294305588	0.294505747	0.001246204	0.047655902	0.557790667	0.297726173	0.000957308	-0.000443843	1	0
ENSG00000131471	AOC3	amine oxidase copper containing 3	NA	NA	NA	NA	NA	NA	NA	NA	-0.517831843	0.000506771	-1.27820139	1.07E-23	0.702187437	9.12E-08	0.330336873	0.038127125	0
ENSG00000131475	VPS25	vacuolar protein sorting 25 homolog	-0.06095668	0.999980048	0.01065821	0.998934134	-0.018436969	0.584401086	0.286728959	0.111216611	0.301680458	3.83E-05	0.020130548	0.767336252	-0.313964538	4.91E-05	-0.007664028	0.962266088	0
ENSG00000131477	RAMP2	receptor activity modifying protein 2	NA	NA	NA	NA	NA	NA	NA	NA	-0.035442648	1	-0.23205286	0.549026249	0.714304777	0.028382371	0.003970263	1	0
ENSG00000131480	AOC2	amine oxidase copper containing 2	NA	NA	NA	NA	NA	NA	NA	NA	-0.721215026	7.24E-11	-1.361472105	2.37E-48	0.649740802	8.57E-12	0.38532258	0.000318637	0
ENSG00000131495	NDUFA2	NADH:ubiquinone oxidoreductase subunit A2	0.155095605	0.999980048	-0.01155971	0.940705097	-0.008763855	0.850508304	-0.075036457	0.647793749	0.01630665	0.876379104	0.116872326	0.055093586	-0.498271405	6.34E-10	0.019142005	0.883686463	0
ENSG00000131503	ANKHD1	ankyrin repeat and KH domain containing 1	-0.010937659	0.999980048	-0.042831663	0.961778764	0.028533902	0.928874682	0.255553796	0.077143929	NA	NA	NA	NA	NA	NA	NA	NA	0
ENSG00000131504	DIAPH1	diaphanous related formin 1	0.069675228	0.999980048	0.030409525	0.952594755	0.091248145	0.99403625	-0.170749509	0.11163934	NA	NA	NA	NA	NA	NA	NA	NA	0
ENSG00000131508	UBE2D2	ubiquitin conjugating enzyme E2 D2	0.103461819	0.999980048	0.031170688	0.937693518	NA	NA	NA	NA	0.319683521	1.22E-05	0.192053239	0.000586155	0.274541586	0.000447452	0.154597995	0.081102744	0
ENSG00000131558	EXOC4	exocyst complex component 4	-0.014820266	0.999980048	-0.035557235	0.937693518	-0.151626931	0.431121047	-0.134728835	0.26552082	0.006506968	0.96981173	-0.162025361	0.013429777	0.092837068	0.321506406	-0.075325444	0.522239563	0
ENSG00000131584	ACAP3	"ArfGAP with coiled-coil, ankyrin repeat and PH domains 3"	NA	NA	NA	NA	NA	NA	NA	NA	-1.070491866	1.12E-36	-0.90105512	7.56E-39	-0.52880194	6.16E-07	0.100983327	0.351639457	0
